Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Female,"Sales/Marketing, Technology, Entrepreneurship, Understand Human Behaviour","Python, Java, SQL, Oracle, Programming, Logical Skills, C++, Writing, Sales",Yes,Ed spread courses ,B.Sc
Male,"Research, Technology, Entrepreneurship","Business Knowledge, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Team work, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Designing Skills, Subject Knowledge",Yes,"Az-900, DP - 900",B.Tech
Male,Software Job,NO,No,No,B.Tech
Male,Entrepreneurship,"Business Knowledge, Sales",No,No,B.E 
Female,Technology,Programming Language skills;SQL;Java;Good communication skills,No,No,B.Tech
Female,Research;Social Justice;Teaching;Technology;Web Designing;Content Writing;Data analytics;Game industry;Data scientist;Market reserach;Gardening,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;SQL;Java;Hospitality;HR;MATLAB;Good communication skills,Yes,IBM Certification in Machine Learning,BE
Male,Financial Analysis;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;Presentation Skills;Python;Artificial Intelligence;Good communication skills;Teaching,No,No,BE
Female,Technology,"SQL, Excel, Writing, Reporting, Reading, Building Rapport, Subject Knowledge",No,No,BE
Male,Technology,Analytical Skills;Leadership;Product knowledge;Designing skills;Python,No,No,BE
Male,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Machine Learning skills;Python;SQL;Cloud Computing,No,No,M.Tech
Male,Technology;Data analytics,Programming Language skills;Analytical Skills;Machine Learning skills;Python,Yes,IBM,B.Tech
Male,Social Justice;Technology;Understand human behaviour;Data analytics;Game industry,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB,No,No,B.Tech
Male,Litigation & Legal service,Civil & Criminal Law,Yes,Commercial Litigation,BALLB
Male,Technology;Data analytics;Data scientist;Oil and Gas,Programming Language skills;Product knowledge;Risk management skills;Machine Learning skills;Python;Excel,No,No,BE
Male,Research;Technology,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Yes,"Hypersonic Wind Tunnel System,Numerical modeling,Hydraulic expansion probe",B.Tech
Male,Technology,NO,No,No,B.Tech
Male,Industires,Problem Solving skills;Process Safety Management,Yes,The COSHH Risk Assessor Certification,B.Tech
Male,"Financial Analysis,Financial Law",Teamwork ;accounting ;business strategy; Team Management ;Marketing; strategic planning; financial analysis ;management; consulting ;budgeting; financial modelling;financial accounting ;Business Development ;corporate finance; financial reporting ;financial planning ;forecasting ;financial forecasting; financial metrics;accounts receivable; back reconciliation; business planning; business management; business analysis; managerial finance; financial structuring,Yes,"
Management Audit;
M-SIPS",B.Tech
Male,"Sales/Marketing, Trading, Entrepreneurship","Active Listening, Critical Thinking, Gathering Informing, Business Knowledge, Leadership, Team work",No,No,BBA
Male,News Coverage;Research;Content Writing;Govt. Job,Artistic/Creative Skills;People management;Communication skills;Mass Communication;Editing;Writing skills,No,No,Master of journalism
Male,Financial Analysis,"Accounting Skills, Python, Analytic Thinking, Gathering Informing, Business Knowledge, Cost Accounting, Sales",Yes,CIMA,BBA 
Male,"News Coverage, Research, Sales/Marketing, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Cost Accounting, Wealth Management, Observation Skills, Risk Managing",Yes,Entrepreneurship course and dropshipping course at shop101,B.E
Male,Technology,Team work,No,,BE
Male,"Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Critical Thinking, Gathering Informing, Java, Editing, Creativity Skills, Team work, Interpersonal Skills, Building Rapport",No,No,BCA 
Female,"Research, Teaching","Python, Excel, Presentation Skills, Writing, Subject Knowledge",No,No,B.Sc
Male,Industires;Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Yes,nX unigraphics,BE
Male,"Research, Sales/Marketing, Understand Human Behaviour, Architecture and construction ","Active Listening, AI, Critical Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Designing Skills, Architecture and Construction ",Yes,CAD and BIM certification ,B.Arch
Male,Financial Analysis;Research;Technology;Supply Chain Analysis,Critical Thinking;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Yes,Tablue ,B.Sc
Male,"Financial Analysis, Technology","AI, ML, Python, Analytic Thinking, Tableau",Yes,Data science ,B.Sc
Male,Teaching;Data analytics,Programming Language skills;Analytical Skills;Artificial Intelligence;SQL,No,No,B.Sc
Male,Technology,"SQL, Oracle, Work under Pressure, Leadership, Editing, Cost Accounting, Creativity Skills, Market Study, Team work, Excel, Linux, Ccna",Yes,Ccna,B.Tech
Male,"Financial Analysis, Sales/Marketing, Trading","Accounting Skills, Gathering Informing, Business Knowledge, People Management",No,No,BA
Male,Technology,"Analytic Thinking, Negotiation Skills, Team work",No,No,B.Tech
Male,Financial Analysis;Data analytics;Data scientist,Active Listening;Programming Language skills;Business Knowledge;Analytical Skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Java,Yes,Data science using python,BE
Male,Technology,"Communication Skills, Negotiation Skills, Leadership, Excel, Microsoft Windows, networking basic, Computer hardware, L3 printer",Yes,Computer Hardware,B.Com
Male,Financial Analysis;Sales/Marketing;Data analytics,Accounting Skills;Active Listening;Gathering Information;Business Knowledge;People management;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );SQL;Client management,No,No,B.Com
Male,Technology;Govt. Job;Web development;Service;Information Technology,Programming Language skills;Problem Solving skills;SQL;Java;Good communication skills,No,No,B.Tech
Male,Research;Sales/Marketing;Teaching;Technology;Trading;Digital marketing;Market reserach;Compering,Active Listening;Hardware skills;Programming Language skills;Analytical Skills;People management;HR,No,No,MBA
Male,Web Designing;Digital marketing;Industires;Design;Blockchain,Programming Language skills;Critical Thinking;Leadership;Machine Learning skills;MATLAB,Yes,Java,B.Tech
Male,Data Analyst,"Creativity Skills, Programming, Teamwork, Analytical Skills, Excel, Presentation Skills",Yes,Data Science,B.Tech
Male,Content Writing;Game industry;Digital marketing;Market reserach,Active Listening;Critical Thinking;Problem Solving skills;Writing skills;Teaching,Yes,Digital marketing and java,BE
Female,Data Analytics,"C, python, javascript",Yes,"C, python, javascript",B.Tech
Male,Data analytics,Programming Language skills,No,No,B.Tech
Male,Financial Analysis,Critical Thinking;Negotiation skills;Writing skills,No,No,BE
Female,"Research, Product analysis ","Critical Thinking, Work under Pressure, Product Knowledge, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Designing Skills",Yes,Pgdca,B.Tech
Male,Technology;Trading;Data analytics;Data scientist;Information Technology,Leadership;Data Visualization skills( Power Bi/ Tableau );Python;SQL,No,No,BE
Female,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Mass Communication;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau ),No,No,B.Com
Male,"Technology, Trading","Accounting Skills, Python, Artistic skills, Communication Skills, Team work, Problem Solving skills, Writing, Designing Skills, Sales",Yes,Data science,B.E
Male,Game industry,Editing,Yes,Data science,BE
Male,Data analytics,Analytical Skills;Editing;Python;MATLAB,Yes,Certificated course in Data Science with Python and R,B.Tech
Male,"Financial Analysis, Technology, Entrepreneurship","Communication Skills, Team work",No,No,BE
Male,Web Designing;Data analytics;Web development,Programming Language skills;Analytical Skills;Python;Good communication skills,Yes,1 programming foundation- fundamental 2. Database 3. HTML 4. Full stack and front end,BA
Female,Teaching,Problem Solving skills,No,No,B.Tech
Female,"Financial Analysis, Research, Teaching, Technology, Data Science","Active Listening, Python, SQL, Programming, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Wealth Management, C++, R, Problem Solving skills, Mass Communication, Writing, Observation Skills, Risk Managing, Reporting, Reading, Subject Knowledge",Yes,"Data Science using python and R programming, DCA",B.E
Female,"Financial Analysis, Research, Sales/Marketing, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Artistic skills, Business Knowledge, Programming, People Management, Communication Skills, Leadership, Editing, Cost Accounting, Team work, Excel, Interpersonal Skills, Wealth Management, Problem Solving skills, Writing, Reading, Designing Skills, Sales, Subject Knowledge",No,No,B.Com
Female,Technology,Programming Language skills;Java,Yes,DASDM,BE
Female,Technology,Teaching,No,No,B.Sc
Female,"Research,Understand human body,BioTechnology"," immunochemistry
Immunocytochemistry;
ImageJ and Zen2012 softwares;
SDS-PAGE;
Thin-Layer Chromatography (TLC);
Agarose Gel Electrophoresis;
Paper Chromatography",Yes,Cell culture and technologies; biomedical nanotechnology,B.Tech
Female,Research;Social Justice;Understand human behaviour;Content Writing;Govt. Job;Home interior design;Gardening;Infrastructure;Social causes,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Leadership;Editing;Problem Solving skills;Risk management skills;Writing skills;C++;Presentation Skills;Content creation;Good communication skills,Yes,PGDCA,BA
Female,Teaching,Teaching,Yes,Tally,MA
Male,Research;Technology;Trading;Data analytics;Game industry,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Negotiation skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Python;SQL,Yes,Data science ,B.Tech
Male,Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Retailer;Data scientist;Web development;All fields related to Data science.;Information Technology;Machine Learning;Excel,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Product knowledge;Problem Solving skills;C++;Python;SQL;Java;Cloud Computing;PHP;Programming Language C;Javascript,No,No,BCA
Male,All fields related to Data science.,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;SQL,No,No,BE
Female,Data scientist,Critical Thinking;Gathering Information;Analytical Skills;Python;Artificial Intelligence;SQL,Yes,Data scientist,B.Sc
Female,Writing,"Work under Pressure, Team work, Interpersonal Skills, Presentation Skills, Writing",Yes,"API documentation, Technical Writing",B.Tech
Male,"Financial Analysis, News Coverage, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Critical Thinking, Business Knowledge, Communication Skills, Work under Pressure, Leadership, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Writing, Reading",No,No,BBA 
Female,Financial Analysis,Accounting Skills;Active Listening,No,No,B.Com
